id	condition	input_sentence	masked	top_fillers	probabilities	dom_prob	dom_rank	def_prob	def_rank	indef_prob	indef_rank
138	animate-human	Los delfines que mataron a los pescadores gemían fuertemente.	los	['los', 'sus', 'estos', 'otros', 'algunos']	[0.9522 0.0079 0.006  0.0039 0.0028]	0.0001	31	0.9522	0	0.0013	6
139	animate-human	Los cocodrilos que vieron a los asistentes nadaban frenéticamente.	los	['los', 'las', 'sus', 'estos', 'la']	[0.9933 0.0018 0.0014 0.0007 0.0002]	0.0	98	0.9933	0	0.0001	15
140	animate-human	Los flamencos que escucharon a los ayudantes dormían felizmente.	los	['los', 'sus', 'su', 'las', 'nuestros']	[0.6034 0.3802 0.0038 0.0024 0.0023]	0.0001	21	0.6034	0	0.0002	13
105	animate-animal	La artista que pisó a la perra andaba sigilosamente.	la	['la', 'una', 'esta', 'esa', 'otra']	[0.8873 0.0738 0.0039 0.0038 0.0027]	0.001	8	0.8873	0	0.0738	1
106	animate-animal	La bióloga que abrazó a la gorila sonreía incesantemente.	la	['un', 'el', 'la', 'otro', 'al']	[0.4139 0.2225 0.1544 0.0302 0.0168]	0.0168	4	0.2225	1	0.4139	0
107	animate-animal	La voluntaria que tocó a la tortuga bebía continuamente.	la	['la', 'esta', 'una', 'La', 'aquella']	[0.9131 0.0311 0.0305 0.0037 0.0025]	0.0005	10	0.9131	0	0.0305	2
108	animate-animal	La ciclista que vio a la vaca comía distraídamente.	la	['la', 'una', 'esta', 'las', 'otra']	[0.9394 0.0379 0.0022 0.0016 0.0013]	0.0004	12	0.9394	0	0.0379	1
109	animate-animal	La granjera que olió a la cerda salió inesperadamente.	la	['la', 'una', 'su', 'La', 'esta']	[0.8658 0.0302 0.0106 0.0091 0.0087]	0.0006	21	0.8658	0	0.0302	1
114	animate-animal	Las zoólogas que observaron a las palomas bebían plácidamente.	las	['las', 'estas', 'los', 'sus', 'esas']	[0.8928 0.0394 0.0235 0.0101 0.0073]	0.0	95	0.8928	0	0.0006	10
115	animate-animal	Las hermanas que buscaron a las gatas entraron inesperadamente.	las	['los', 'las', 'estos', 'estas', 'sus']	[0.5341 0.3862 0.0223 0.012  0.0095]	0.0001	42	0.5341	0	0.0004	18
116	animate-animal	Las niñas que adoraban a las ardillas chillaban alegremente.	las	['las', 'estas', 'sus', 'Las', 'esas']	[0.9623 0.0145 0.0069 0.005  0.002 ]	0.0	30	0.9623	0	0.0007	8
117	animate-animal	Las estudiantes que pegaron a las monas paseaban tristemente.	las	['las', 'sus', 'estas', 'unas', 'los']	[0.9389 0.0141 0.0129 0.0067 0.0054]	0.0001	23	0.9389	0	0.0067	3
118	animate-animal	Los payasos que abrazaron a los chimpancés caminaban rápidamente.	los	['los', 'estos', 'sus', 'otros', 'esos']	[0.9774 0.0057 0.0032 0.0017 0.0016]	0.0001	31	0.9774	0	0.0005	8
119	animate-animal	Los trabajadores que perseguían a los guepardos corrían velozmente.	los	['los', 'las', 'sus', 'estos', 'la']	[0.9157 0.0581 0.0067 0.0038 0.0017]	0.0001	34	0.9157	0	0.0001	22
120	animate-animal	Los niños que ensuciaron a los macacos sonreían frenéticamente.	los	['los', 'sus', 'estos', 'las', 'esos']	[0.9666 0.0119 0.0072 0.003  0.0021]	0.0	35	0.9666	0	0.0004	7
121	animate-animal	Los viejos que oyeron a los pollos respiraban fuertemente.	los	['los', 'sus', 'esos', 'estos', 'nuestros']	[0.9278 0.0269 0.0103 0.0087 0.0029]	0.0001	55	0.9278	0	0.0012	6
122	animate-animal	Los técnicos que tocaron a los hámsters andaban distraídamente.	los	['los', 'estos', 'las', 'esos', 'aquellos']	[0.9367 0.0217 0.0048 0.0036 0.0022]	0.0001	53	0.9367	0	0.0004	17
