id	condition	input_sentence	masked	top_fillers	probabilities	dom_prob	dom_rank	def_prob	def_rank	indef_prob	indef_rank
141	non-affected	Carlos vigiló un bebé durante unos minutos.	un	['al', 'el', 'del', 'su', 'la']	[0.9441 0.0433 0.0036 0.0034 0.0026]	0.9441	0	0.0433	1	0.0008	6
142	non-affected	Irene oyó una niña durante horas.	una	['la', 'al', 'a', 'una', 'su']	[0.4162 0.1068 0.0583 0.0488 0.0347]	0.1068	1	0.4162	0	0.0488	3
143	non-affected	Pablo tuvo un ayudante durante varios años.	un	['un', 'como', 'su', 'una', 'este']	[0.335  0.1166 0.0942 0.0849 0.0539]	0.0108	10	0.0102	11	0.335	0
144	non-affected	Isabel vio un estudiante durante toda la mañana.	un	['al', 'el', 'la', 'un', 'su']	[0.7912 0.0419 0.0322 0.0178 0.0126]	0.7912	0	0.0419	1	0.0178	3
145	non-affected	Unai amó una joven durante varios años.	una	['al', 'la', 'a', 'el', 'muy']	[0.9391 0.024  0.0115 0.0103 0.002 ]	0.9391	0	0.024	1	0.0016	7
146	non-affected	Valeria admiró un cantante durante toda su vida.	un	['al', 'la', 'como', 'el', 'su']	[0.8156 0.0875 0.0242 0.0175 0.012 ]	0.8156	0	0.0875	1	0.0005	13
147	non-affected	Adrián percibió una mujer durante algunos minutos.	una	['la', 'una', 'su', 'a', 'esta']	[0.3681 0.2592 0.0467 0.0462 0.0315]	0.0462	3	0.3681	0	0.2592	1
148	non-affected	Emma investigó un político durante varias semanas.	un	['al', 'el', 'lo', 'su', 'este']	[0.3265 0.1896 0.1046 0.0275 0.0257]	0.3265	0	0.1896	1	0.02	6
149	non-affected	Ismael encontró un conocido en cuestión de segundos.	un	['al', 'un', 'su', 'el', 'otro']	[0.3982 0.1928 0.1498 0.1068 0.0378]	0.3982	0	0.1068	3	0.1928	1
150	non-affected	Sofía conoció un chico en un par de días.	un	['al', 'un', 'este', 'el', 'ese']	[0.8884 0.0558 0.0169 0.0161 0.0062]	0.8884	0	0.0161	3	0.0558	1
151	non-affected	Martín detectó un intruso en un par de minutos.	un	['un', 'al', 'otro', 'el', 'a']	[0.4333 0.412  0.0665 0.0616 0.004 ]	0.412	1	0.0616	3	0.4333	0
152	non-affected	Elena localizó una amiga al cabo de dos horas.	una	['su', 'al', 'la', 'a', 'el']	[0.3745 0.3054 0.1259 0.0505 0.0226]	0.3054	1	0.1259	2	0.0199	6
153	non-affected	Alejandro identificó un agresor en menos de dos minutos.	un	['al', 'el', 'su', 'un', 'como']	[0.9788 0.008  0.0069 0.0045 0.0005]	0.9788	0	0.008	1	0.0045	3
154	non-affected	Marta descartó un aspirante en un minuto.	un	['al', 'el', 'la', 'un', 'a']	[0.8501 0.0511 0.0344 0.0132 0.0118]	0.8501	0	0.0511	1	0.0132	3
155	non-affected	Samuel descubrió un infiltrado en un par de días.	un	['al', 'un', 'el', 'su', 'nuestro']	[0.591  0.1681 0.0875 0.0476 0.0149]	0.591	0	0.0875	2	0.1681	1
156	non-affected	Alba mencionó un actor tras varios minutos de reflexión.	un	['al', 'el', 'del', 'ser', 'como']	[0.8525 0.0804 0.02   0.0159 0.0103]	0.8525	0	0.0804	1	0.0017	7
