id	condition	input_sentence	masked	dom_top_fillers	dom_probabilities	dom_dom_prob	dom_def_prob	dom_indef_prob	dom_discrepancy	unmarked_top_fillers	unmarked_probabilities	unmarked_dom_prob	unmarked_def_prob	unmarked_indef_prob	unmarked_discrepancy
40	inanimate	Miguel vio (a) la pelota.	la	['uma', 'a', 'sua', 'outra', 'da']	[0.3253 0.1089 0.0851 0.0478 0.0358]	0.1089	0.0194	0.0023	0.0171	['a', 'la', 'vio', 'una', 'na']	[0.2502 0.1756 0.1557 0.0316 0.0274]	0.2502	0.1756	0.0316	0.14400000000000002
43	inanimate	Julián tocó (a) la planta.	la	['la', 'segunda', 'esta', 'primera', 'primeira']	[0.2511 0.1237 0.0722 0.0574 0.0434]	0.007	0.2511	0.0409	0.2102	['la', 'una', 'na', 'a', 'de']	[0.3351 0.1017 0.0995 0.0678 0.028 ]	0.0678	0.3351	0.1017	0.2334
47	inanimate	Victor vio (a) la pelota.	la	['uma', 'sua', 'a', 'da', 'primeira']	[0.256  0.1035 0.0729 0.0294 0.0209]	0.0729	0.0091	0.0007	0.008400000000000001	['a', 'vio', '##l', '##leta', 'na']	[0.1041 0.1019 0.0876 0.0442 0.0402]	0.1041	0.0029	0.0002	0.0026999999999999997
51	inanimate	Alfonso arregló (a) la bicicleta roja.	la	['la', 'una', 'su', 'un', 'a']	[0.5554 0.356  0.0212 0.0108 0.0033]	0.0033	0.5554	0.356	0.19940000000000002	['una', 'la', 'su', 'con', 'en']	[0.5393 0.3053 0.0477 0.0151 0.0144]	0.0117	0.3053	0.5393	-0.23399999999999999
52	inanimate	Antonio bebió (a) la coca cola.	la	['la', 'una', 'su', 'cola', 'esta']	[0.9107 0.0343 0.0077 0.0027 0.0026]	0.0014	0.9107	0.0343	0.8764	['la', 'de', 'con', 'una', 'a']	[0.4606 0.1235 0.0761 0.0743 0.0586]	0.0586	0.4606	0.0743	0.3863
53	inanimate	Estefanía compró (a) un auto.	un	['un', 'la', 'auto', 'o', 'este']	[0.2384 0.0827 0.0761 0.0355 0.0344]	0.0133	0.0827	0.2384	-0.1557	['el', 'un', 'o', 'la', 'a']	[0.3639 0.1436 0.137  0.0533 0.0235]	0.0235	0.3639	0.1436	0.2203
55	inanimate	Carlos leyó (a) una novela.	una	['la', 'esta', '.', 'una', 'La']	[0.6235 0.0228 0.0119 0.0109 0.0107]	0.0046	0.6235	0.0109	0.6126	['la', 'una', 'esta', 'La', 'su']	[0.896  0.0237 0.0108 0.0094 0.009 ]	0.0023	0.896	0.0237	0.8723000000000001
57	human	La cebra que ensució (a) la turista descansaba plácidamente.	la	['un', 'el', 'al', 'la', 'lo']	[0.5624 0.1675 0.0706 0.0679 0.0208]	0.0706	0.1675	0.5624	-0.39490000000000003	['al', 'el', 'a', 'un', 'ao']	[0.9055 0.0709 0.0055 0.0032 0.0019]	0.9055	0.0709	0.0032	0.06770000000000001
58	human	La cabra que empujó (a) la pastora respiraba velozmente.	la	['la', 'una', 'esta', 'otra', 'La']	[0.9294 0.0451 0.0065 0.0033 0.0021]	0.0005	0.9294	0.0451	0.8843	['la', 'una', 'a', 'esta', 'otra']	[0.8714 0.0543 0.0243 0.0051 0.0049]	0.0243	0.8714	0.0543	0.8170999999999999
59	human	La serpiente que detestaba (a) la veterinaria entró sigilosamente.	la	['la', 'una', 'otra', 'un', 'La']	[0.8895 0.088  0.0053 0.0017 0.0014]	0.0005	0.8895	0.088	0.8015	['la', 'una', 'el', 'al', 'a']	[0.8921 0.0525 0.0191 0.0071 0.0059]	0.0071	0.8921	0.0525	0.8396
60	human	La leoparda que oyó (a) la dueña corrió repentinamente.	la	['la', 'su', 'una', 'La', 'otra']	[0.9062 0.0374 0.0226 0.0039 0.0039]	0.0007	0.9062	0.0226	0.8836	['la', 'a', 'su', 'al', 'una']	[0.6751 0.0984 0.0565 0.0164 0.0146]	0.0984	0.6751	0.0146	0.6605000000000001
66	human	Las panteras que atacaron (a) las empleadas descansaban tranquilamente.	las	['las', 'los', 'sus', 'la', 'estas']	[0.7431 0.1891 0.0423 0.0043 0.003 ]	0.0001	0.7431	0.0006	0.7424999999999999	['las', 'los', 'a', 'sus', 'al']	[0.4686 0.3313 0.0683 0.054  0.0169]	0.0683	0.4686	0.0004	0.4682
67	human	Las burras que pisaron (a) las mujeres gruñían claramente.	las	['las', 'estas', 'esas', 'algunas', 'unas']	[0.9712 0.0162 0.002  0.0017 0.0015]	0.0	0.9712	0.0015	0.9697	['las', 'estas', 'algunas', 'esas', 'sus']	[0.9592 0.0131 0.0032 0.0031 0.0029]	0.0013	0.9592	0.0025	0.9567000000000001
68	human	Las conejas que olieron (a) las chicas saltaban continuamente.	las	['las', 'estas', 'esas', 'sus', 'unas']	[0.9516 0.0178 0.0131 0.0054 0.003 ]	0.0001	0.9516	0.003	0.9486	['las', 'a', 'sus', 'estas', 'unas']	[0.8179 0.0656 0.0133 0.012  0.0095]	0.0656	0.8179	0.0095	0.8084
69	human	Las gallinas que detestaban (a) las señoras comían lentamente.	las	['las', 'estas', 'sus', 'los', 'esas']	[0.9742 0.0069 0.0059 0.0036 0.0016]	0.0	0.9742	0.0003	0.9739	['las', 'los', 'sus', 'estas', 'esas']	[0.9581 0.0158 0.0112 0.0025 0.0013]	0.0008	0.9581	0.0002	0.9579
70	human	Las lobas que empujaron (a) las ecólogas salieron repentinamente.	las	['las', 'los', 'estas', 'unas', 'ambas']	[0.9576 0.011  0.0045 0.0043 0.0024]	0.0001	0.9576	0.0043	0.9533	['las', 'los', 'unas', 'as', 'a']	[0.9378 0.0191 0.0055 0.005  0.0042]	0.0042	0.9378	0.0055	0.9323
71	human	Los pájaros que miraban (a) los críos cantaban alegremente.	los	['los', 'sus', 'las', 'estos', 'esos']	[0.9544 0.0181 0.006  0.0043 0.0025]	0.0001	0.9544	0.0008	0.9536	['los', 'a', 'en', 'al', 'sus']	[0.4026 0.2884 0.0546 0.049  0.032 ]	0.2884	0.4026	0.0016	0.401
72	human	Los delfines que mataron (a) los pescadores gemían fuertemente.	los	['los', 'sus', 'estos', 'otros', 'algunos']	[0.9522 0.0079 0.006  0.0039 0.0028]	0.0001	0.9522	0.0013	0.9509000000000001	['los', 'a', 'al', 'el', 'sus']	[0.6519 0.1725 0.0524 0.0139 0.012 ]	0.1725	0.6519	0.0022	0.6497
73	human	Los cocodrilos que vieron (a) los asistentes nadaban frenéticamente.	los	['los', 'las', 'sus', 'estos', 'la']	[0.9933 0.0018 0.0014 0.0007 0.0002]	0.0	0.9933	0.0001	0.9932	['los', 'las', 'sus', 'nos', 'estos']	[0.9893 0.002  0.0014 0.0007 0.0007]	0.0004	0.9893	0.0001	0.9892
74	human	Los flamencos que escucharon (a) los ayudantes dormían felizmente.	los	['los', 'sus', 'su', 'las', 'nuestros']	[0.6034 0.3802 0.0038 0.0024 0.0023]	0.0001	0.6034	0.0002	0.6032000000000001	['los', 'sus', 'a', 'con', 'y']	[0.4853 0.1657 0.071  0.0608 0.0557]	0.071	0.4853	0.0005	0.4848
75	animal	La artista que pisó (a) la perra andaba sigilosamente.	la	['la', 'una', 'esta', 'esa', 'otra']	[0.8873 0.0738 0.0039 0.0038 0.0027]	0.001	0.8873	0.0738	0.8135	['la', 'una', 'a', 'su', 'esa']	[0.7812 0.1189 0.0187 0.0106 0.0074]	0.0187	0.7812	0.1189	0.6623
76	animal	La bióloga que abrazó (a) la gorila sonreía incesantemente.	la	['un', 'el', 'la', 'otro', 'al']	[0.4139 0.2225 0.1544 0.0302 0.0168]	0.0168	0.2225	0.4139	-0.1914	['el', 'al', 'un', 'a', 'la']	[0.6817 0.1391 0.0916 0.0173 0.0103]	0.1391	0.6817	0.0916	0.5901
77	animal	La voluntaria que tocó (a) la tortuga bebía continuamente.	la	['la', 'esta', 'una', 'La', 'aquella']	[0.9131 0.0311 0.0305 0.0037 0.0025]	0.0005	0.9131	0.0305	0.8826	['la', 'una', 'a', 'esta', 'el']	[0.8929 0.0432 0.0192 0.011  0.0031]	0.0192	0.8929	0.0432	0.8497
78	animal	La ciclista que vio (a) la vaca comía distraídamente.	la	['la', 'una', 'esta', 'las', 'otra']	[0.9394 0.0379 0.0022 0.0016 0.0013]	0.0004	0.9394	0.0379	0.9015	['la', 'una', 'a', 'el', 'esta']	[0.8541 0.0975 0.0092 0.0059 0.0024]	0.0092	0.8541	0.0975	0.7565999999999999
79	animal	La granjera que olió (a) la cerda salió inesperadamente.	la	['la', 'una', 'su', 'La', 'esta']	[0.8658 0.0302 0.0106 0.0091 0.0087]	0.0006	0.8658	0.0302	0.8356	['la', 'de', 'una', 'en', 'a']	[0.4612 0.1474 0.0498 0.0475 0.0442]	0.0442	0.4612	0.0498	0.4114
84	animal	Las zoólogas que observaron (a) las palomas bebían plácidamente.	las	['las', 'estas', 'los', 'sus', 'esas']	[0.8928 0.0394 0.0235 0.0101 0.0073]	0.0	0.8928	0.0006	0.8922	['las', 'los', 'estas', 'sus', 'la']	[0.8139 0.0907 0.0245 0.0152 0.0078]	0.0005	0.8139	0.001	0.8129
85	animal	Las hermanas que buscaron (a) las gatas entraron inesperadamente.	las	['los', 'las', 'estos', 'estas', 'sus']	[0.5341 0.3862 0.0223 0.012  0.0095]	0.0001	0.5341	0.0004	0.5337000000000001	['los', 'las', 'estos', 'sus', 'a']	[0.6981 0.156  0.0244 0.0203 0.0153]	0.0153	0.6981	0.0007	0.6974
86	animal	Las niñas que adoraban (a) las ardillas chillaban alegremente.	las	['las', 'estas', 'sus', 'Las', 'esas']	[0.9623 0.0145 0.0069 0.005  0.002 ]	0.0	0.9623	0.0007	0.9616	['las', 'estas', 'sus', 'a', 'Las']	[0.9444 0.0098 0.0081 0.0057 0.0028]	0.0057	0.9444	0.0019	0.9425
87	animal	Las estudiantes que pegaron (a) las monas paseaban tristemente.	las	['las', 'sus', 'estas', 'unas', 'los']	[0.9389 0.0141 0.0129 0.0067 0.0054]	0.0001	0.9389	0.0067	0.9321999999999999	['las', 'a', 'sus', 'unas', 'en']	[0.7588 0.1124 0.0271 0.0094 0.0093]	0.1124	0.7588	0.0094	0.7494000000000001
88	animal	Los payasos que abrazaron (a) los chimpancés caminaban rápidamente.	los	['los', 'estos', 'sus', 'otros', 'esos']	[0.9774 0.0057 0.0032 0.0017 0.0016]	0.0001	0.9774	0.0005	0.9769000000000001	['los', 'a', 'al', 'el', 'de']	[0.8206 0.0468 0.0393 0.0363 0.008 ]	0.0468	0.8206	0.001	0.8196
89	animal	Los trabajadores que perseguían (a) los guepardos corrían velozmente.	los	['los', 'las', 'sus', 'estos', 'la']	[0.9157 0.0581 0.0067 0.0038 0.0017]	0.0001	0.9157	0.0001	0.9156	['los', 'las', 'sus', 'el', 'a']	[0.8764 0.0459 0.0214 0.0161 0.0058]	0.0058	0.8764	0.0005	0.8759
90	animal	Los niños que ensuciaron (a) los macacos sonreían frenéticamente.	los	['los', 'sus', 'estos', 'las', 'esos']	[0.9666 0.0119 0.0072 0.003  0.0021]	0.0	0.9666	0.0004	0.9662000000000001	['los', 'sus', 'a', 'de', 'estos']	[0.836  0.0432 0.0301 0.0121 0.0108]	0.0301	0.836	0.0017	0.8342999999999999
91	animal	Los viejos que oyeron (a) los pollos respiraban fuertemente.	los	['los', 'sus', 'esos', 'estos', 'nuestros']	[0.9278 0.0269 0.0103 0.0087 0.0029]	0.0001	0.9278	0.0012	0.9266	['los', 'sus', 'a', 'el', 'esos']	[0.7721 0.0653 0.0176 0.0171 0.0169]	0.0176	0.7721	0.0038	0.7683
92	animal	Los técnicos que tocaron (a) los hámsters andaban distraídamente.	los	['los', 'estos', 'las', 'esos', 'aquellos']	[0.9367 0.0217 0.0048 0.0036 0.0022]	0.0001	0.9367	0.0004	0.9363	['los', 'el', 'estos', 'en', 'esos']	[0.9252 0.008  0.0073 0.0065 0.0043]	0.0031	0.9252	0.0011	0.9241
101	indefinite	Pablo mató (a) un rehén durante el secuestro.	un	['un', 'Pablo', 'otro', 'su', 'el']	[0.703  0.0755 0.0719 0.0545 0.0291]	0.006	0.0291	0.703	-0.6738999999999999	['al', 'un', 'el', 'otro', 'su']	[0.4391 0.2958 0.1416 0.0441 0.0224]	0.4391	0.1416	0.2958	-0.1542
102	indefinite	Alberto lesionó (a) un defensa en el partido de la semana pasada.	un	['la', 'su', 'una', 'sus', 'otra']	[0.6431 0.3289 0.015  0.0017 0.0007]	0.0001	0.6431	0.015	0.6281	['la', 'su', 'en', 'una', 'el']	[0.5803 0.2915 0.0284 0.0234 0.0218]	0.0041	0.5803	0.0234	0.5569000000000001
103	indefinite	Andrea golpeó (a) un fotógrafo (a) la salida del restaurante.	un	['un', 'el', 'su', 'otro', 'al']	[0.8564 0.0449 0.0284 0.0258 0.0089]	0.0089	0.0449	0.8564	-0.8115	['al', 'el', 'un', 'su', 'otro']	[0.5038 0.2504 0.1852 0.0103 0.0083]	0.5038	0.2504	0.1852	0.06520000000000001
104	indefinite	Javier cuidó (a) un enfermo con gran profesionalidad.	un	['un', 'su', 'lo', 'este', 'el']	[0.2976 0.1285 0.0814 0.0421 0.0296]	0.0081	0.0296	0.2976	-0.26799999999999996	['al', 'del', 'de', 'el', 'como']	[0.3046 0.2121 0.1681 0.053  0.0271]	0.3046	0.053	0.0153	0.0377
105	indefinite	Laura acusó (a) un trabajador en la reunión.	un	['un', 'el', 'otro', 'su', 'algún']	[0.8528 0.0482 0.0242 0.0163 0.0068]	0.0057	0.0482	0.8528	-0.8046	['al', 'un', 'el', 'a', 'de']	[0.8801 0.047  0.0316 0.0114 0.0059]	0.8801	0.0316	0.047	-0.015399999999999997
106	indefinite	Carlos denunció (a) un camarero tras una disputa.	un	['un', 'su', 'el', 'Carlos', 'como']	[0.5228 0.1704 0.06   0.0279 0.0164]	0.0054	0.06	0.5228	-0.46280000000000004	['como', 'al', 'a', 'el', 'un']	[0.4665 0.3118 0.0808 0.036  0.035 ]	0.3118	0.036	0.035	0.000999999999999994
107	indefinite	Ana vio (a) un político en la tienda del barrio.	un	['un', 'otro', 'partido', 'uno', 'policía']	[0.869  0.011  0.0104 0.01   0.0077]	0.0002	0.0022	0.869	-0.8668	['vio', 'un', 'el', 'otro', 'partido']	[0.3955 0.2479 0.0516 0.0169 0.0123]	0.0037	0.0516	0.2479	-0.1963
108	indefinite	Esther oyó (a) un bebé en el apartamento de al lado.	un	['un', 'su', 'el', 'otro', 'al']	[0.5493 0.2137 0.1139 0.0474 0.0204]	0.0204	0.1139	0.5493	-0.4354	['al', 'un', 'el', 'otro', 'su']	[0.3704 0.3072 0.2433 0.0305 0.0276]	0.3704	0.2433	0.3072	-0.06389999999999998
109	definite	Gonzalo mató (a) la mujer en el parque.	la	['una', 'la', 'su', 'otra', 'un']	[0.531  0.2399 0.1847 0.0173 0.0045]	0.0005	0.2399	0.531	-0.2911	['una', 'la', 'su', 'otra', 'a']	[0.6433 0.15   0.1106 0.0321 0.0275]	0.0275	0.15	0.6433	-0.49329999999999996
110	definite	Patricio lesionó (a) la camarera en la discoteca.	la	['la', 'su', 'una', 'otra', 'un']	[0.7361 0.1326 0.1223 0.0024 0.0016]	0.0001	0.7361	0.1223	0.6138	['la', 'su', 'una', 'a', 'al']	[0.7247 0.1108 0.0993 0.0207 0.0094]	0.0207	0.7247	0.0993	0.6254
111	definite	Carolina golpeó (a) la jugadora en el vestuario.	la	['la', 'una', 'su', 'otra', 'un']	[0.7742 0.1998 0.0074 0.0045 0.0016]	0.0005	0.7742	0.1998	0.5744	['la', 'una', 'a', 'al', 'su']	[0.828  0.1047 0.0272 0.0085 0.0061]	0.0272	0.828	0.1047	0.7232999999999999
112	definite	Elena cuidó (a) la paciente durante dos semanas.	la	['la', 'un', 'o', 'el', 'paciente']	[0.2971 0.1239 0.0661 0.0433 0.0214]	0.0176	0.2971	0.1239	0.17319999999999997	['o', 'el', 'al', 'a', 'ao']	[0.2373 0.1151 0.086  0.0827 0.0786]	0.086	0.1151	0.0218	0.0933
113	definite	Irene acusó (a) la secretaria general en la asamblea.	la	['la', 'una', 'Irene', 'un', 'a']	[0.5409 0.2111 0.1875 0.0078 0.0038]	0.0038	0.5409	0.2111	0.32980000000000004	['la', 'de', 'a', 'una', 'Irene']	[0.1898 0.1852 0.1521 0.0836 0.076 ]	0.1521	0.1898	0.0836	0.1062
114	definite	Cecilia denunció (a) la mujer en la comisaría de policía.	la	['una', 'la', 'su', 'otra', 'un']	[0.4759 0.2676 0.1817 0.0215 0.011 ]	0.0006	0.2676	0.4759	-0.20829999999999999	['una', 'a', 'su', 'la', 'otra']	[0.5142 0.1206 0.1022 0.0623 0.0474]	0.1206	0.0623	0.5142	-0.45189999999999997
115	definite	Josefina vio (a) la pastora en el parque.	la	['la', 'una', 'su', 'un', 'otra']	[0.9211 0.07   0.0019 0.0015 0.001 ]	0.0001	0.9211	0.07	0.8511	['la', 'una', 'el', 'un', 'a']	[0.6603 0.288  0.0098 0.0072 0.0071]	0.0071	0.6603	0.288	0.3723
116	definite	Julio oyó (a) la madre desde la cocina.	la	['su', 'la', 'una', 'mi', 'Su']	[0.9455 0.0412 0.0017 0.0017 0.0011]	0.0001	0.0412	0.0017	0.0395	['su', 'la', 'una', 'a', 'de']	[0.8742 0.0778 0.0079 0.0069 0.0033]	0.0069	0.0778	0.0079	0.06989999999999999
117	indefinite	Pablo mató (a) una mujer durante el secuestro.	una	['la', 'una', 'su', 'otra', 'esta']	[0.5646 0.2217 0.1329 0.013  0.0044]	0.001	0.5646	0.2217	0.3429	['la', 'una', 'su', 'a', 'otra']	[0.4846 0.2655 0.084  0.0529 0.0183]	0.0529	0.4846	0.2655	0.21909999999999996
118	indefinite	Alberto lesionó (a) una adversaria en el partido de la semana pasada.	una	['su', 'la', 'una', 'otra', 'esta']	[0.5072 0.3957 0.0536 0.0133 0.0016]	0.0002	0.3957	0.0536	0.3421	['su', 'la', 'una', 'otra', 'a']	[0.4568 0.3568 0.0709 0.0206 0.0168]	0.0168	0.3568	0.0709	0.2859
119	indefinite	Andrea golpeó (a) una fotógrafa (a) la salida del restaurante.	una	['la', 'una', 'un', 'otra', 'Andrea']	[0.6124 0.3469 0.0186 0.0058 0.0034]	0.0002	0.6124	0.3469	0.26550000000000007	['la', 'una', 'a', 'un', 'al']	[0.6438 0.2866 0.0153 0.0105 0.0103]	0.0153	0.6438	0.2866	0.3572
120	indefinite	Javier cuidó (a) una paciente con gran profesionalidad.	una	['la', 'un', 'una', 'su', 'este']	[0.4188 0.213  0.081  0.0809 0.0317]	0.0043	0.4188	0.213	0.2058	['al', 'del', 'el', 'un', 'de']	[0.5574 0.1885 0.0594 0.0423 0.0302]	0.5574	0.0594	0.0423	0.017100000000000004
121	indefinite	Laura acusó (a) una trabajadora en la reunión.	una	['la', 'una', 'Laura', 'un', 'su']	[0.5426 0.2589 0.1124 0.0172 0.0068]	0.0021	0.5426	0.2589	0.28369999999999995	['de', 'a', 'la', 'una', 'ser']	[0.3182 0.1776 0.0921 0.0659 0.0591]	0.1776	0.0921	0.0659	0.0262
122	indefinite	Carlos denunció (a) una camarera tras una disputa.	una	['la', 'una', 'su', 'un', 'otra']	[0.8145 0.0821 0.0502 0.0057 0.0041]	0.0017	0.8145	0.0821	0.7323999999999999	['como', 'a', 'la', 'al', 'una']	[0.3021 0.2623 0.1938 0.0905 0.035 ]	0.2623	0.1938	0.035	0.1588
123	indefinite	Ana vio (a) una política en la tienda del barrio.	una	['la', '##ñera', 'una', 'María', 'un']	[0.7156 0.0351 0.0223 0.0108 0.0082]	0.0009	0.7156	0.0223	0.6933	['la', 'vio', 'una', 'en', 'su']	[0.4408 0.2088 0.0887 0.0191 0.0143]	0.0067	0.4408	0.0887	0.3521
124	indefinite	Esther oyó (a) una niña en el apartamento de al lado.	una	['la', 'una', 'otra', 'las', 'un']	[0.8756 0.1093 0.0023 0.002  0.0011]	0.0003	0.8756	0.1093	0.7663000000000001	['la', 'una', 'a', 'otra', 'un']	[0.5072 0.4282 0.0289 0.0153 0.0035]	0.0289	0.5072	0.4282	0.07899999999999996
125	affected	Felipe eliminó (a) un rehén en pocos segundos.	un	['un', 'Felipe', 'su', 'el', 'este']	[0.3151 0.2262 0.1542 0.0865 0.025 ]	0.012	0.0865	0.3151	-0.2286	['el', 'al', 'un', 'del', 'su']	[0.473  0.4094 0.0355 0.0227 0.0131]	0.4094	0.473	0.0355	0.4375
126	affected	Amaya neutralizó (a) un enemigo en cinco minutos.	un	['el', 'su', 'lo', 'un', 'este']	[0.3103 0.1716 0.0919 0.0779 0.0502]	0.0179	0.3103	0.0779	0.23240000000000002	['el', 'al', 'su', 'lo', 'este']	[0.7396 0.1984 0.0268 0.0053 0.0049]	0.1984	0.7396	0.0021	0.7375
127	affected	Joaquín abatió (a) un contrincante en unos minutos.	un	['su', 'el', 'un', 'la', 'Joaquín']	[0.3586 0.1918 0.1322 0.121  0.0309]	0.0133	0.1918	0.1322	0.059599999999999986	['al', 'el', 'un', 'su', 'a']	[0.5195 0.3974 0.018  0.0155 0.0104]	0.5195	0.3974	0.018	0.37939999999999996
128	affected	Martina arrolló (a) un peatón en cuestión de segundos.	un	['un', 'el', 'su', 'otro', 'del']	[0.693  0.0757 0.0531 0.0258 0.0181]	0.0043	0.0757	0.693	-0.6173	['el', 'en', 'al', 'un', 'su']	[0.6011 0.0912 0.0902 0.0718 0.0323]	0.0902	0.6011	0.0718	0.5293
129	affected	Carlos derribó (a) un futbolista en dos segundos.	un	['un', 'o', 'el', 'outro', 'otro']	[0.23   0.1173 0.1086 0.0503 0.0414]	0.0232	0.1086	0.23	-0.12140000000000001	['al', 'como', 'a', 'ao', 'el']	[0.5637 0.1274 0.0982 0.0813 0.0204]	0.5637	0.0204	0.0106	0.009800000000000001
130	affected	Lucía destrozó (a) un oponente en dos asaltos.	un	['su', 'un', 'el', 'lo', 'la']	[0.7846 0.0425 0.0288 0.0274 0.0193]	0.0047	0.0288	0.0425	-0.013700000000000004	['al', 'el', 'su', 'a', 'un']	[0.6856 0.1922 0.0503 0.0197 0.0078]	0.6856	0.1922	0.0078	0.1844
131	affected	Mateo quemó (a) una bruja en poco más de media hora.	una	['la', 'una', 'La', 'su', 'esta']	[0.9329 0.037  0.0032 0.003  0.0026]	0.0005	0.9329	0.037	0.8958999999999999	['la', 'una', 'a', 'su', 'el']	[0.9273 0.034  0.0067 0.0035 0.0034]	0.0067	0.9273	0.034	0.8933
132	affected	Valentina venció (a) un adversario en menos de una hora.	un	['un', 'su', 'el', 'otro', 'este']	[0.4937 0.3893 0.0331 0.0054 0.005 ]	0.0043	0.0331	0.4937	-0.4606	['al', 'el', 'su', 'ao', 'a']	[0.9327 0.0217 0.0106 0.0088 0.0051]	0.9327	0.0217	0.0032	0.0185
133	affected	Luis zarandeó (a) un hombre durante algunos minutos.	un	['un', 'el', 'otro', 'este', 'su']	[0.3122 0.1774 0.1065 0.0668 0.0601]	0.0358	0.1774	0.3122	-0.13479999999999998	['al', 'el', 'un', 'a', 'del']	[0.7198 0.2057 0.015  0.0142 0.0138]	0.7198	0.2057	0.015	0.19069999999999998
