id	condition	input_sentence	masked	top_fillers	probabilities	dom_prob	dom_rank	def_prob	def_rank	indef_prob	indef_rank
15	affected	Daniel remolcó a [MASK] enfermo durante algunos minutos .	un	['Daniel', 'el', 'un', 'lo', 'su']	[0.9164 0.0126 0.0077 0.0073 0.0022]	0.0016	10	0.0126	1	0.0077	2
16	affected	Coral guio a [MASK] turista durante toda la mañana .	un	['la', 'un', 'el', 'al', 'este']	[0.3082 0.3007 0.0584 0.0382 0.0339]	0.0382	3	0.3082	0	0.3007	1
17	nonaffected	Carlos vigiló a [MASK] bebé durante unos minutos .	un	['el', 'su', 'la', 'un', 'Carlos']	[0.2172 0.2148 0.1892 0.1311 0.0808]	0.0173	6	0.2172	0	0.1311	3
18	nonaffected	Irene oyó a [MASK] niña durante horas .	una	['la', 'una', 'a', 'esta', 'las']	[0.9628 0.0178 0.0019 0.0019 0.0015]	0.0019	2	0.9628	0	0.0178	1
19	nonaffected	Pablo tuvo a [MASK] ayudante durante varios años .	un	['Pablo', 'un', 'su', 'Pedro', 'la']	[0.4015 0.1388 0.0863 0.0286 0.0209]	0.0013	48	0.0209	4	0.1388	1
20	nonaffected	Isabel vio a [MASK] estudiante durante toda la mañana .	un	['la', 'un', 'el', 'este', 'una']	[0.7834 0.0622 0.0331 0.0263 0.0245]	0.0037	10	0.7834	0	0.0622	1
21	nonaffected	Unai amó a [MASK] joven durante varios años .	una	['la', 'un', 'el', 'lo', 'una']	[0.6793 0.0668 0.0471 0.0445 0.0374]	0.0078	5	0.6793	0	0.0668	1
22	nonaffected	Valeria admiró a [MASK] cantante durante toda su vida .	un	['la', 'una', 'el', 'su', 'Valeria']	[0.9316 0.0145 0.0062 0.0046 0.004 ]	0.0007	15	0.9316	0	0.0145	1
23	nonaffected	Adrián percibió a [MASK] mujer durante algunos minutos .	una	['la', 'su', 'una', 'otra', 'esta']	[0.61   0.3247 0.0423 0.0089 0.0033]	0.0001	33	0.61	0	0.0423	2
24	nonaffected	Emma investigó a [MASK] político durante varias semanas .	un	['partido', 'vista', 'tema', 'lo', 'tipo']	[0.1128 0.0484 0.0432 0.036  0.0288]	0.0007	169	0.0002	351	0.0076	20
25	nonaffected	Ismael encontró a [MASK] conocido en cuestión de segundos .	un	['un', 'otro', 'lo', 'uno', 'este']	[0.4264 0.1739 0.0641 0.0496 0.0457]	0.002	18	0.0342	5	0.4264	0
26	nonaffected	Sofía conoció a [MASK] chico en un par de días .	un	['un', 'otro', 'este', 'el', 'algún']	[0.9182 0.035  0.02   0.0054 0.0039]	0.0006	11	0.0054	3	0.9182	0
27	nonaffected	Martín detectó a [MASK] intruso en un par de minutos .	un	['este', 'el', 'un', 'otro', 'lo']	[0.3667 0.1141 0.1097 0.1067 0.1019]	0.0052	14	0.1141	1	0.1097	2
28	nonaffected	Elena localizó a [MASK] amiga al cabo de dos horas .	una	['su', 'la', 'una', 'otra', 'sua']	[0.6732 0.1378 0.0938 0.0137 0.0122]	0.0005	32	0.1378	1	0.0938	2
29	nonaffected	Alejandro identificó a [MASK] agresor en menos de dos minutos .	un	['Alejandro', 'un', 'el', 'lo', 'este']	[0.6923 0.1105 0.0326 0.0305 0.0288]	0.0028	8	0.0326	2	0.1105	1
30	nonaffected	Marta descartó a [MASK] aspirante en un minuto .	un	['la', 'una', 'un', 'esa', 'su']	[0.4545 0.217  0.1471 0.0247 0.0159]	0.0017	18	0.4545	0	0.217	1
31	nonaffected	Samuel descubrió a [MASK] infiltrado en un par de días .	un	['Samuel', 'un', 'otro', 'lo', 'uno']	[0.6431 0.0747 0.0285 0.012  0.0115]	0.0014	28	0.0096	5	0.0747	1
32	nonaffected	Alba mencionó a [MASK] actor tras varios minutos de reflexión .	un	['el', 'un', 'al', 'lo', 'su']	[0.3798 0.1358 0.0911 0.0875 0.0732]	0.0911	2	0.3798	0	0.1358	1
