id	condition	input_sentence	masked	top_fillers	probabilities	dom_prob	dom_rank	def_prob	def_rank	indef_prob	indef_rank
18	nonaffected	Irene oyó una niña durante horas.	una	['la', 'a', 'una', 'al', 'su']	[0.6451 0.2043 0.094  0.0084 0.0051]	0.2043	1	0.6451	0	0.094	2
19	nonaffected	Pablo tuvo un ayudante durante varios años.	un	['un', 'como', 'de', 'el', 'una']	[0.31   0.2595 0.0416 0.0416 0.028 ]	0.0067	9	0.0416	3	0.31	0
20	nonaffected	Isabel vio un estudiante durante toda la mañana.	un	['al', 'la', 'el', 'un', 'una']	[0.5833 0.1703 0.1558 0.0261 0.0097]	0.5833	0	0.1703	1	0.0261	3
21	nonaffected	Unai amó una joven durante varios años.	una	['a', 'al', 'el', 'la', 'de']	[0.2921 0.2115 0.0969 0.0697 0.0646]	0.2921	0	0.0969	2	0.01	7
22	nonaffected	Valeria admiró un cantante durante toda su vida.	un	['la', 'el', 'al', 'a', 'una']	[0.5312 0.1819 0.1632 0.017  0.0137]	0.1632	2	0.5312	0	0.0137	4
23	nonaffected	Adrián percibió una mujer durante algunos minutos.	una	['su', 'la', 'una', 'otra', 'a']	[0.4122 0.301  0.1944 0.0268 0.0131]	0.0131	4	0.301	1	0.1944	2
24	nonaffected	Emma investigó un político durante varias semanas.	un	['lo', 'temas', 'poder', 'esto', 'partido']	[0.2728 0.0491 0.0293 0.0235 0.0194]	0.0023	55	0.0131	10	0.0137	9
25	nonaffected	Ismael encontró un conocido en cuestión de segundos.	un	['el', 'otro', 'un', 'lo', 'al']	[0.1676 0.1253 0.0909 0.0332 0.0301]	0.0301	4	0.1676	0	0.0909	2
26	nonaffected	Sofía conoció un chico en un par de días.	un	['al', 'un', 'a', 'el', 'otro']	[0.8683 0.0941 0.0149 0.0119 0.0028]	0.8683	0	0.0119	3	0.0941	1
27	nonaffected	Martín detectó un intruso en un par de minutos.	un	['el', 'este', 'lo', 'al', 'otro']	[0.8201 0.0313 0.0256 0.0248 0.0207]	0.0248	3	0.8201	0	0.0162	5
28	nonaffected	Elena localizó una amiga al cabo de dos horas.	una	['su', 'una', 'la', 'otra', 'sua']	[0.7507 0.1056 0.0721 0.0112 0.0054]	0.0045	5	0.0721	2	0.1056	1
29	nonaffected	Alejandro identificó un agresor en menos de dos minutos.	un	['al', 'como', 'el', 'un', 'a']	[0.4285 0.1964 0.1762 0.0574 0.0307]	0.4285	0	0.1762	2	0.0574	3
30	nonaffected	Marta descartó un aspirante en un minuto.	un	['la', 'una', 'a', 'al', 'un']	[0.2351 0.1959 0.1064 0.1055 0.0952]	0.1064	2	0.2351	0	0.1959	1
31	nonaffected	Samuel descubrió un infiltrado en un par de días.	un	['Samuel', 'el', 'un', 'ser', 'lo']	[0.2158 0.0915 0.0874 0.0725 0.0558]	0.0267	9	0.0915	1	0.0874	2
32	nonaffected	Alba mencionó un actor tras varios minutos de reflexión.	un	['al', 'el', 'del', 'un', 'a']	[0.8393 0.1248 0.0049 0.0044 0.0035]	0.8393	0	0.1248	1	0.0044	3
