id	condition	input_sentence	masked	top_fillers	probabilities	dom_prob	dom_rank	def_prob	def_rank	indef_prob	indef_rank
105	animate-animal	La artista que pisó [MASK] perra andaba sigilosamente .	la	['la', 'esa', 'su', 'esta', 'aquella']	[0.748  0.058  0.0532 0.0315 0.0205]	0.0095	7	0.748	0	0.0083	8
106	animate-animal	La bióloga que abrazó [MASK] gorila sonreía incesantemente .	la	['al', 'el', 'a', 'su', 'un']	[0.9318 0.0631 0.0014 0.0011 0.0007]	0.9318	0	0.0631	1	0.0007	4
107	animate-animal	La voluntaria que tocó [MASK] tortuga bebía continuamente .	la	['la', 'esta', 'una', 'esa', 'a']	[0.8654 0.0445 0.0187 0.0132 0.0107]	0.0107	4	0.8654	0	0.0187	2
108	animate-animal	La ciclista que vio [MASK] vaca comía distraídamente .	la	['la', 'una', 'esta', 'esa', 'su']	[0.812  0.0972 0.0436 0.0117 0.0077]	0.004	6	0.812	0	0.0972	1
109	animate-animal	La granjera que olió [MASK] cerda salió inesperadamente .	la	['la', 'a', 'una', 'como', 'esa']	[0.5963 0.2453 0.0594 0.034  0.0167]	0.2453	1	0.5963	0	0.0594	2
114	animate-animal	Las zoólogas que observaron [MASK] palomas bebían plácidamente .	las	['las', 'estas', 'esas', 'a', 'sus']	[0.5729 0.2961 0.0212 0.0175 0.0088]	0.0175	3	0.5729	0	0.001	25
115	animate-animal	Las hermanas que buscaron [MASK] gatas entraron inesperadamente .	las	['las', 'sus', 'a', 'esas', 'estas']	[0.6045 0.0956 0.0819 0.0178 0.0172]	0.0819	2	0.6045	0	0.017	5
116	animate-animal	Las niñas que adoraban [MASK] ardillas chillaban alegremente .	las	['las', 'estas', 'esas', 'a', 'sus']	[0.8812 0.023  0.0198 0.0158 0.0118]	0.0158	3	0.8812	0	0.0004	33
117	animate-animal	Las estudiantes que pegaron [MASK] monas paseaban tristemente .	las	['las', 'esas', 'a', 'sus', 'estas']	[0.4965 0.1269 0.1153 0.0552 0.0308]	0.1153	2	0.4965	0	0.0013	28
118	animate-animal	Los payasos que abrazaron [MASK] chimpancés caminaban rápidamente .	los	['los', 'a', 'al', 'estos', 'sus']	[0.6352 0.2459 0.0268 0.0171 0.0111]	0.2459	1	0.6352	0	0.001	21
119	animate-animal	Los trabajadores que perseguían [MASK] guepardos corrían velozmente .	los	['los', 'a', 'sus', 'estos', 'al']	[0.6796 0.1518 0.0838 0.0117 0.0106]	0.1518	1	0.6796	0	0.0011	15
120	animate-animal	Los niños que ensuciaron [MASK] macacos sonreían frenéticamente .	los	['sus', 'los', 'esos', 'nuestros', 'mis']	[0.5299 0.3882 0.0169 0.0146 0.0118]	0.0021	9	0.3882	1	0.0003	19
121	animate-animal	Los viejos que oyeron [MASK] pollos respiraban fuertemente .	los	['los', 'esos', 'estos', 'sus', 'aquellos']	[0.6258 0.1    0.0803 0.0304 0.0196]	0.0057	9	0.6258	0	0.0008	35
122	animate-animal	Los técnicos que tocaron [MASK] hámsters andaban distraídamente .	los	['los', 'sus', 'como', 'con', 'a']	[0.7748 0.1006 0.0238 0.0199 0.0139]	0.0139	4	0.7748	0	0.0009	18
